blank_steps,decoded_delta_deg,dist_to_nearest_clean,dist_to_target_clean,move_steps,nearest_angle_error_deg,nearest_clean_delta_deg,tag,target_delta_deg,velocity_deg
100,15.169418300015705,1.1992638111114502,2.727064847946167,5,13.39014626923333,1.6098537307666665,am_lru_nw_eps1e-4,14.999999999999996,3.0
500,15.169418300015705,1.1992638111114502,2.727064847946167,5,13.39014626923333,1.6098537307666665,am_lru_nw_eps1e-4,14.999999999999996,3.0
1000,15.169418300015705,1.1992638111114502,2.727064847946167,5,13.39014626923333,1.6098537307666665,am_lru_nw_eps1e-4,14.999999999999996,3.0
2000,15.169418300015705,1.1992638111114502,2.727064847946167,5,13.39014626923333,1.6098537307666665,am_lru_nw_eps1e-4,14.999999999999996,3.0
0,15.214328086413746,1.127649188041687,1.1284308433532715,5,0.35985098289191,15.359850982891903,am_lru_rnw_eps0,14.999999999999996,3.0
1,15.194540186347487,0.8905026316642761,0.8921171426773071,5,0.35985098289191,15.359850982891903,am_lru_rnw_eps0,14.999999999999996,3.0
5,15.17727816146312,0.8099423050880432,0.8112807273864746,5,0.35985098289191,15.359850982891903,am_lru_rnw_eps0,14.999999999999996,3.0
20,15.131009389935057,0.6120737195014954,0.6127142310142517,5,0.10985239889110328,15.109852398891103,am_lru_rnw_eps0,14.999999999999996,3.0
100,15.135809670063697,0.21240678429603577,0.2113192230463028,5,0.10985239889110328,15.109852398891103,am_lru_rnw_eps0,14.999999999999996,3.0
500,15.071546481430701,0.10200295597314835,0.10030392557382584,5,0.10985239889110328,15.109852398891103,am_lru_rnw_eps0,14.999999999999996,3.0
1000,15.03327262409356,0.13114553689956665,0.12920084595680237,5,0.10985239889110328,15.109852398891103,am_lru_rnw_eps0,14.999999999999996,3.0
2000,15.030300056767047,0.13328109681606293,0.13131707906723022,5,0.10985239889110328,15.109852398891103,am_lru_rnw_eps0,14.999999999999996,3.0
0,14.972480149768266,0.7061691880226135,0.710651695728302,5,0.39014476911051016,14.609855230889485,am_lru_rnw_eps3e-5,14.999999999999996,3.0
1,14.975088885999309,0.03579765185713768,0.046122461557388306,5,0.14014618510970342,14.85985381489029,am_lru_rnw_eps3e-5,14.999999999999996,3.0
5,14.971936292119006,0.010669284500181675,0.025626588612794876,5,0.14014618510970342,14.85985381489029,am_lru_rnw_eps3e-5,14.999999999999996,3.0
20,14.971761980329406,0.010663080960512161,0.02564428187906742,5,0.14014618510970342,14.85985381489029,am_lru_rnw_eps3e-5,14.999999999999996,3.0
100,14.971761980329406,0.010663080960512161,0.02564428187906742,5,0.14014618510970342,14.85985381489029,am_lru_rnw_eps3e-5,14.999999999999996,3.0
500,14.971761980329406,0.010663080960512161,0.02564428187906742,5,0.14014618510970342,14.85985381489029,am_lru_rnw_eps3e-5,14.999999999999996,3.0
1000,14.971761980329406,0.010663080960512161,0.02564428187906742,5,0.14014618510970342,14.85985381489029,am_lru_rnw_eps3e-5,14.999999999999996,3.0
2000,14.971761980329406,0.010663080960512161,0.02564428187906742,5,0.14014618510970342,14.85985381489029,am_lru_rnw_eps3e-5,14.999999999999996,3.0
0,14.928349456209792,0.6652635335922241,0.6674249172210693,5,0.39014476911051016,14.609855230889485,am_lru_rnw_eps1e-4,14.999999999999996,3.0
1,14.92007448570626,0.023747917264699936,0.009516439400613308,5,0.14014618510970342,14.85985381489029,am_lru_rnw_eps1e-4,14.999999999999996,3.0
5,14.920039949274853,0.023751065135002136,0.009513016790151596,5,0.14014618510970342,14.85985381489029,am_lru_rnw_eps1e-4,14.999999999999996,3.0
20,14.920039949274853,0.023751065135002136,0.009513016790151596,5,0.14014618510970342,14.85985381489029,am_lru_rnw_eps1e-4,14.999999999999996,3.0
100,14.920039949274853,0.023751065135002136,0.009513016790151596,5,0.14014618510970342,14.85985381489029,am_lru_rnw_eps1e-4,14.999999999999996,3.0
500,14.920039949274853,0.023751065135002136,0.009513016790151596,5,0.14014618510970342,14.85985381489029,am_lru_rnw_eps1e-4,14.999999999999996,3.0
1000,14.920039949274853,0.023751065135002136,0.009513016790151596,5,0.14014618510970342,14.85985381489029,am_lru_rnw_eps1e-4,14.999999999999996,3.0
2000,14.920039949274853,0.023751065135002136,0.009513016790151596,5,0.14014618510970342,14.85985381489029,am_lru_rnw_eps1e-4,14.999999999999996,3.0
