blank_steps,decoded_delta_deg,dist_to_nearest_clean,dist_to_target_clean,move_steps,nearest_angle_error_deg,nearest_clean_delta_deg,tag,target_delta_deg,velocity_deg
20,14.93639697717055,1.2849009037017822,2.613532304763794,5,12.140146519040128,2.85985348095987,am_lru_eps0,14.999999999999996,3.0
100,14.952608861234786,1.1917333602905273,2.490811824798584,5,11.640149351038511,3.3598506489614834,am_lru_eps0,14.999999999999996,3.0
500,14.952269408649743,1.1946507692337036,2.4869065284729004,5,11.640149351038511,3.3598506489614834,am_lru_eps0,14.999999999999996,3.0
1000,14.953543084117173,1.195002555847168,2.487161159515381,5,11.640149351038511,3.3598506489614834,am_lru_eps0,14.999999999999996,3.0
2000,14.953553079226868,1.1950054168701172,2.4871633052825928,5,11.640149351038511,3.3598506489614834,am_lru_eps0,14.999999999999996,3.0
0,15.030150498753901,1.5075128078460693,2.7324509620666504,5,11.890147935039318,3.1098520649606773,am_lru_eps3e-5,14.999999999999996,3.0
1,14.978375710553534,1.2102463245391846,2.5787739753723145,5,11.890147935039318,3.1098520649606773,am_lru_eps3e-5,14.999999999999996,3.0
5,14.98432562510866,1.2141731977462769,2.5813980102539062,5,11.890147935039318,3.1098520649606773,am_lru_eps3e-5,14.999999999999996,3.0
20,14.984026624854268,1.2141817808151245,2.581434488296509,5,11.890147935039318,3.1098520649606773,am_lru_eps3e-5,14.999999999999996,3.0
100,14.984026624854268,1.2141817808151245,2.581434488296509,5,11.890147935039318,3.1098520649606773,am_lru_eps3e-5,14.999999999999996,3.0
500,14.984026624854268,1.2141817808151245,2.581434488296509,5,11.890147935039318,3.1098520649606773,am_lru_eps3e-5,14.999999999999996,3.0
1000,14.984026624854268,1.2141817808151245,2.581434488296509,5,11.890147935039318,3.1098520649606773,am_lru_eps3e-5,14.999999999999996,3.0
2000,14.984026624854268,1.2141817808151245,2.581434488296509,5,11.890147935039318,3.1098520649606773,am_lru_eps3e-5,14.999999999999996,3.0
0,14.927632036816718,1.5149519443511963,2.7579357624053955,5,12.140146519040128,2.85985348095987,am_lru_eps1e-4,14.999999999999996,3.0
1,14.880741314661822,1.2129147052764893,2.6003010272979736,5,12.140146519040128,2.85985348095987,am_lru_eps1e-4,14.999999999999996,3.0
5,14.880757087448531,1.212918758392334,2.60030460357666,5,12.140146519040128,2.85985348095987,am_lru_eps1e-4,14.999999999999996,3.0
20,14.880757087448531,1.212918758392334,2.60030460357666,5,12.140146519040128,2.85985348095987,am_lru_eps1e-4,14.999999999999996,3.0
100,14.880757087448531,1.212918758392334,2.60030460357666,5,12.140146519040128,2.85985348095987,am_lru_eps1e-4,14.999999999999996,3.0
500,14.880757087448531,1.212918758392334,2.60030460357666,5,12.140146519040128,2.85985348095987,am_lru_eps1e-4,14.999999999999996,3.0
1000,14.880757087448531,1.212918758392334,2.60030460357666,5,12.140146519040128,2.85985348095987,am_lru_eps1e-4,14.999999999999996,3.0
2000,14.880757087448531,1.212918758392334,2.60030460357666,5,12.140146519040128,2.85985348095987,am_lru_eps1e-4,14.999999999999996,3.0
0,14.8960656339289,1.6157751083374023,2.5231850147247314,5,13.140147685232522,1.8598523147674733,am_lru_nw_eps0,14.999999999999996,3.0
1,14.898896253608232,1.4865520000457764,2.438971519470215,5,12.890149101231717,2.10985089876828,am_lru_nw_eps0,14.999999999999996,3.0
5,14.91062031752318,1.4154459238052368,2.3819773197174072,5,12.890149101231717,2.10985089876828,am_lru_nw_eps0,14.999999999999996,3.0
20,14.948137262860069,1.2934907674789429,2.271512508392334,5,12.64014368704174,2.359856312958257,am_lru_nw_eps0,14.999999999999996,3.0
100,14.947023312962111,1.2137483358383179,2.192826747894287,5,12.140146519040128,2.85985348095987,am_lru_nw_eps0,14.999999999999996,3.0
500,15.011081656968626,1.2235791683197021,2.2112677097320557,5,12.39014510304093,2.609854896959063,am_lru_nw_eps0,14.999999999999996,3.0
1000,15.011505585154245,1.2237190008163452,2.2115378379821777,5,12.39014510304093,2.609854896959063,am_lru_nw_eps0,14.999999999999996,3.0
2000,15.011504135427053,1.2237193584442139,2.211538791656494,5,12.39014510304093,2.609854896959063,am_lru_nw_eps0,14.999999999999996,3.0
0,15.018685177709143,1.353171467781067,2.2330451011657715,5,12.140146519040128,2.85985348095987,am_lru_nw_eps3e-5,14.999999999999996,3.0
1,15.00007224894578,1.2106186151504517,2.1447649002075195,5,12.140146519040128,2.85985348095987,am_lru_nw_eps3e-5,14.999999999999996,3.0
5,14.991891166044502,1.2083736658096313,2.1429572105407715,5,12.140146519040128,2.85985348095987,am_lru_nw_eps3e-5,14.999999999999996,3.0
20,14.991890621253942,1.2083711624145508,2.1429522037506104,5,12.140146519040128,2.85985348095987,am_lru_nw_eps3e-5,14.999999999999996,3.0
100,14.991890621253942,1.2083711624145508,2.1429522037506104,5,12.140146519040128,2.85985348095987,am_lru_nw_eps3e-5,14.999999999999996,3.0
500,14.991890621253942,1.2083711624145508,2.1429522037506104,5,12.140146519040128,2.85985348095987,am_lru_nw_eps3e-5,14.999999999999996,3.0
1000,14.991890621253942,1.2083711624145508,2.1429522037506104,5,12.140146519040128,2.85985348095987,am_lru_nw_eps3e-5,14.999999999999996,3.0
2000,14.991890621253942,1.2083711624145508,2.1429522037506104,5,12.140146519040128,2.85985348095987,am_lru_nw_eps3e-5,14.999999999999996,3.0
0,15.06185860918059,1.3190152645111084,2.189385175704956,5,11.890147935039318,3.1098520649606773,am_lru_nw_eps1e-4,14.999999999999996,3.0
1,15.039517694581622,1.2011111974716187,2.1168200969696045,5,11.890147935039318,3.1098520649606773,am_lru_nw_eps1e-4,14.999999999999996,3.0
5,15.039508085389683,1.2011102437973022,2.1168200969696045,5,11.890147935039318,3.1098520649606773,am_lru_nw_eps1e-4,14.999999999999996,3.0
20,15.039508085389683,1.2011102437973022,2.1168200969696045,5,11.890147935039318,3.1098520649606773,am_lru_nw_eps1e-4,14.999999999999996,3.0
100,15.039508085389683,1.2011102437973022,2.1168200969696045,5,11.890147935039318,3.1098520649606773,am_lru_nw_eps1e-4,14.999999999999996,3.0
500,15.039508085389683,1.2011102437973022,2.1168200969696045,5,11.890147935039318,3.1098520649606773,am_lru_nw_eps1e-4,14.999999999999996,3.0
1000,15.039508085389683,1.2011102437973022,2.1168200969696045,5,11.890147935039318,3.1098520649606773,am_lru_nw_eps1e-4,14.999999999999996,3.0
2000,15.039508085389683,1.2011102437973022,2.1168200969696045,5,11.890147935039318,3.1098520649606773,am_lru_nw_eps1e-4,14.999999999999996,3.0
0,15.119822888286961,0.955292284488678,0.9553749561309814,5,0.14014618510970342,14.85985381489029,am_lru_rnw_eps0,14.999999999999996,3.0
1,15.100504378653696,0.718453049659729,0.7186338305473328,5,0.14014618510970342,14.85985381489029,am_lru_rnw_eps0,14.999999999999996,3.0
5,15.096448398389947,0.6572258472442627,0.6573726534843445,5,0.14014618510970342,14.85985381489029,am_lru_rnw_eps0,14.999999999999996,3.0
20,15.094655756260982,0.49560707807540894,0.4955778121948242,5,0.14014618510970342,14.85985381489029,am_lru_rnw_eps0,14.999999999999996,3.0
100,15.144940786735903,0.1544952690601349,0.15285521745681763,5,0.10985239889110328,15.109852398891103,am_lru_rnw_eps0,14.999999999999996,3.0
500,15.109256787763803,0.07865004241466522,0.07877939939498901,5,0.14014618510970342,14.85985381489029,am_lru_rnw_eps0,14.999999999999996,3.0
1000,15.10645041105337,0.08271592110395432,0.08297896385192871,5,0.14014618510970342,14.85985381489029,am_lru_rnw_eps0,14.999999999999996,3.0
2000,15.106398006193464,0.08280292898416519,0.08306785672903061,5,0.14014618510970342,14.85985381489029,am_lru_rnw_eps0,14.999999999999996,3.0
0,15.031086068600494,0.6307421922683716,0.6322376728057861,5,0.14014618510970342,14.85985381489029,am_lru_rnw_eps3e-5,14.999999999999996,3.0
1,15.019128037372873,0.07014640420675278,0.06878811120986938,5,0.14014618510970342,14.85985381489029,am_lru_rnw_eps3e-5,14.999999999999996,3.0
5,15.020013004683195,0.06668207049369812,0.0634404793381691,5,0.14014618510970342,14.85985381489029,am_lru_rnw_eps3e-5,14.999999999999996,3.0
20,15.020005306838023,0.06668290495872498,0.06344110518693924,5,0.14014618510970342,14.85985381489029,am_lru_rnw_eps3e-5,14.999999999999996,3.0
100,15.020005306838023,0.06668290495872498,0.06344110518693924,5,0.14014618510970342,14.85985381489029,am_lru_rnw_eps3e-5,14.999999999999996,3.0
500,15.020005306838023,0.06668290495872498,0.06344110518693924,5,0.14014618510970342,14.85985381489029,am_lru_rnw_eps3e-5,14.999999999999996,3.0
