job_id,model,topology,seed,horizon,threshold_fraction,strong_bar_threshold,expected_h1,expected_h2,detected_h1,detected_h2,signature_match
pilot__rnn__t2__seed11,rnn,t2,11,2048,0.5,0.5855257511138916,2,1,4,0,False
pilot__rnn__t2__seed11,rnn,t2,11,2048,0.65,0.7611834764480591,2,1,4,0,False
pilot__rnn__t2__seed11,rnn,t2,11,2048,0.8,0.9368412017822266,2,1,1,0,False
pilot__rnn__t2__seed11,rnn,t2,11,4096,0.5,0.5855257511138916,2,1,2,0,False
pilot__rnn__t2__seed11,rnn,t2,11,4096,0.65,0.7611834764480591,2,1,2,0,False
pilot__rnn__t2__seed11,rnn,t2,11,4096,0.8,0.9368412017822266,2,1,1,0,False
pilot__rnn__t2__seed12,rnn,t2,12,0,0.5,0.5855257511138916,2,1,2,0,False
pilot__rnn__t2__seed12,rnn,t2,12,0,0.65,0.7611834764480591,2,1,2,0,False
pilot__rnn__t2__seed12,rnn,t2,12,0,0.8,0.9368412017822266,2,1,1,0,False
pilot__rnn__t2__seed12,rnn,t2,12,128,0.5,0.5855257511138916,2,1,2,0,False
pilot__rnn__t2__seed12,rnn,t2,12,128,0.65,0.7611834764480591,2,1,2,0,False
pilot__rnn__t2__seed12,rnn,t2,12,128,0.8,0.9368412017822266,2,1,1,0,False
pilot__rnn__t2__seed12,rnn,t2,12,512,0.5,0.5855257511138916,2,1,4,0,False
pilot__rnn__t2__seed12,rnn,t2,12,512,0.65,0.7611834764480591,2,1,4,0,False
pilot__rnn__t2__seed12,rnn,t2,12,512,0.8,0.9368412017822266,2,1,2,0,False
pilot__rnn__t2__seed12,rnn,t2,12,2048,0.5,0.5855257511138916,2,1,2,0,False
pilot__rnn__t2__seed12,rnn,t2,12,2048,0.65,0.7611834764480591,2,1,1,0,False
pilot__rnn__t2__seed12,rnn,t2,12,2048,0.8,0.9368412017822266,2,1,1,0,False
pilot__rnn__t2__seed12,rnn,t2,12,4096,0.5,0.5855257511138916,2,1,1,1,False
pilot__rnn__t2__seed12,rnn,t2,12,4096,0.65,0.7611834764480591,2,1,1,1,False
pilot__rnn__t2__seed12,rnn,t2,12,4096,0.8,0.9368412017822266,2,1,1,0,False
pilot__gru__t2__seed10,gru,t2,10,0,0.5,0.5855257511138916,2,1,2,1,True
pilot__gru__t2__seed10,gru,t2,10,0,0.65,0.7611834764480591,2,1,2,1,True
pilot__gru__t2__seed10,gru,t2,10,0,0.8,0.9368412017822266,2,1,2,1,True
pilot__gru__t2__seed10,gru,t2,10,128,0.5,0.5855257511138916,2,1,2,1,True
pilot__gru__t2__seed10,gru,t2,10,128,0.65,0.7611834764480591,2,1,2,1,True
pilot__gru__t2__seed10,gru,t2,10,128,0.8,0.9368412017822266,2,1,2,1,True
pilot__gru__t2__seed10,gru,t2,10,512,0.5,0.5855257511138916,2,1,4,1,False
pilot__gru__t2__seed10,gru,t2,10,512,0.65,0.7611834764480591,2,1,4,0,False
pilot__gru__t2__seed10,gru,t2,10,512,0.8,0.9368412017822266,2,1,3,0,False
pilot__gru__t2__seed10,gru,t2,10,2048,0.5,0.5855257511138916,2,1,4,0,False
pilot__gru__t2__seed10,gru,t2,10,2048,0.65,0.7611834764480591,2,1,2,0,False
pilot__gru__t2__seed10,gru,t2,10,2048,0.8,0.9368412017822266,2,1,2,0,False
pilot__gru__t2__seed10,gru,t2,10,4096,0.5,0.5855257511138916,2,1,2,1,True
pilot__gru__t2__seed10,gru,t2,10,4096,0.65,0.7611834764480591,2,1,2,0,False
pilot__gru__t2__seed10,gru,t2,10,4096,0.8,0.9368412017822266,2,1,2,0,False
pilot__gru__t2__seed11,gru,t2,11,0,0.5,0.5855257511138916,2,1,3,1,False
pilot__gru__t2__seed11,gru,t2,11,0,0.65,0.7611834764480591,2,1,2,1,True
pilot__gru__t2__seed11,gru,t2,11,0,0.8,0.9368412017822266,2,1,2,1,True
pilot__gru__t2__seed11,gru,t2,11,128,0.5,0.5855257511138916,2,1,3,1,False
pilot__gru__t2__seed11,gru,t2,11,128,0.65,0.7611834764480591,2,1,2,1,True
pilot__gru__t2__seed11,gru,t2,11,128,0.8,0.9368412017822266,2,1,2,1,True
pilot__gru__t2__seed11,gru,t2,11,512,0.5,0.5855257511138916,2,1,5,0,False
pilot__gru__t2__seed11,gru,t2,11,512,0.65,0.7611834764480591,2,1,4,0,False
pilot__gru__t2__seed11,gru,t2,11,512,0.8,0.9368412017822266,2,1,3,0,False
pilot__gru__t2__seed11,gru,t2,11,2048,0.5,0.5855257511138916,2,1,5,1,False
pilot__gru__t2__seed11,gru,t2,11,2048,0.65,0.7611834764480591,2,1,4,1,False
pilot__gru__t2__seed11,gru,t2,11,2048,0.8,0.9368412017822266,2,1,3,1,False
pilot__gru__t2__seed11,gru,t2,11,4096,0.5,0.5855257511138916,2,1,3,1,False
pilot__gru__t2__seed11,gru,t2,11,4096,0.65,0.7611834764480591,2,1,3,1,False
pilot__gru__t2__seed11,gru,t2,11,4096,0.8,0.9368412017822266,2,1,3,1,False
pilot__gru__t2__seed12,gru,t2,12,0,0.5,0.5855257511138916,2,1,2,1,True
pilot__gru__t2__seed12,gru,t2,12,0,0.65,0.7611834764480591,2,1,2,1,True
pilot__gru__t2__seed12,gru,t2,12,0,0.8,0.9368412017822266,2,1,2,1,True
pilot__gru__t2__seed12,gru,t2,12,128,0.5,0.5855257511138916,2,1,2,1,True
pilot__gru__t2__seed12,gru,t2,12,128,0.65,0.7611834764480591,2,1,2,1,True
pilot__gru__t2__seed12,gru,t2,12,128,0.8,0.9368412017822266,2,1,2,1,True
pilot__gru__t2__seed12,gru,t2,12,512,0.5,0.5855257511138916,2,1,4,1,False
pilot__gru__t2__seed12,gru,t2,12,512,0.65,0.7611834764480591,2,1,2,1,True
pilot__gru__t2__seed12,gru,t2,12,512,0.8,0.9368412017822266,2,1,2,0,False
pilot__gru__t2__seed12,gru,t2,12,2048,0.5,0.5855257511138916,2,1,8,1,False
pilot__gru__t2__seed12,gru,t2,12,2048,0.65,0.7611834764480591,2,1,7,1,False
pilot__gru__t2__seed12,gru,t2,12,2048,0.8,0.9368412017822266,2,1,6,0,False
pilot__gru__t2__seed12,gru,t2,12,4096,0.5,0.5855257511138916,2,1,4,1,False
pilot__gru__t2__seed12,gru,t2,12,4096,0.65,0.7611834764480591,2,1,4,1,False
pilot__gru__t2__seed12,gru,t2,12,4096,0.8,0.9368412017822266,2,1,4,1,False
pilot__lstm__t2__seed10,lstm,t2,10,0,0.5,0.5855257511138916,2,1,2,1,True
pilot__lstm__t2__seed10,lstm,t2,10,0,0.65,0.7611834764480591,2,1,2,1,True
pilot__lstm__t2__seed10,lstm,t2,10,0,0.8,0.9368412017822266,2,1,2,1,True
pilot__lstm__t2__seed10,lstm,t2,10,128,0.5,0.5855257511138916,2,1,2,1,True
pilot__lstm__t2__seed10,lstm,t2,10,128,0.65,0.7611834764480591,2,1,2,1,True
pilot__lstm__t2__seed10,lstm,t2,10,128,0.8,0.9368412017822266,2,1,2,1,True
pilot__lstm__t2__seed10,lstm,t2,10,512,0.5,0.5855257511138916,2,1,6,0,False
pilot__lstm__t2__seed10,lstm,t2,10,512,0.65,0.7611834764480591,2,1,4,0,False
pilot__lstm__t2__seed10,lstm,t2,10,512,0.8,0.9368412017822266,2,1,3,0,False
pilot__lstm__t2__seed10,lstm,t2,10,2048,0.5,0.5855257511138916,2,1,6,2,False
pilot__lstm__t2__seed10,lstm,t2,10,2048,0.65,0.7611834764480591,2,1,6,1,False
pilot__lstm__t2__seed10,lstm,t2,10,2048,0.8,0.9368412017822266,2,1,4,1,False
pilot__lstm__t2__seed10,lstm,t2,10,4096,0.5,0.5855257511138916,2,1,4,1,False
pilot__lstm__t2__seed10,lstm,t2,10,4096,0.65,0.7611834764480591,2,1,4,1,False
pilot__lstm__t2__seed10,lstm,t2,10,4096,0.8,0.9368412017822266,2,1,4,1,False
pilot__lstm__t2__seed11,lstm,t2,11,0,0.5,0.5855257511138916,2,1,2,1,True
pilot__lstm__t2__seed11,lstm,t2,11,0,0.65,0.7611834764480591,2,1,2,1,True
pilot__lstm__t2__seed11,lstm,t2,11,0,0.8,0.9368412017822266,2,1,2,1,True
pilot__lstm__t2__seed11,lstm,t2,11,128,0.5,0.5855257511138916,2,1,2,1,True
pilot__lstm__t2__seed11,lstm,t2,11,128,0.65,0.7611834764480591,2,1,2,1,True
pilot__lstm__t2__seed11,lstm,t2,11,128,0.8,0.9368412017822266,2,1,2,1,True
pilot__lstm__t2__seed11,lstm,t2,11,512,0.5,0.5855257511138916,2,1,5,0,False
pilot__lstm__t2__seed11,lstm,t2,11,512,0.65,0.7611834764480591,2,1,3,0,False
pilot__lstm__t2__seed11,lstm,t2,11,512,0.8,0.9368412017822266,2,1,3,0,False
pilot__lstm__t2__seed11,lstm,t2,11,2048,0.5,0.5855257511138916,2,1,3,2,False
pilot__lstm__t2__seed11,lstm,t2,11,2048,0.65,0.7611834764480591,2,1,3,2,False
pilot__lstm__t2__seed11,lstm,t2,11,2048,0.8,0.9368412017822266,2,1,3,0,False
pilot__lstm__t2__seed11,lstm,t2,11,4096,0.5,0.5855257511138916,2,1,2,1,True
pilot__lstm__t2__seed11,lstm,t2,11,4096,0.65,0.7611834764480591,2,1,2,1,True
pilot__lstm__t2__seed11,lstm,t2,11,4096,0.8,0.9368412017822266,2,1,2,1,True
pilot__lstm__t2__seed12,lstm,t2,12,0,0.5,0.5855257511138916,2,1,2,1,True
pilot__lstm__t2__seed12,lstm,t2,12,0,0.65,0.7611834764480591,2,1,2,1,True
pilot__lstm__t2__seed12,lstm,t2,12,0,0.8,0.9368412017822266,2,1,2,0,False
pilot__lstm__t2__seed12,lstm,t2,12,128,0.5,0.5855257511138916,2,1,3,1,False
pilot__lstm__t2__seed12,lstm,t2,12,128,0.65,0.7611834764480591,2,1,2,1,True
pilot__lstm__t2__seed12,lstm,t2,12,128,0.8,0.9368412017822266,2,1,2,0,False
pilot__lstm__t2__seed12,lstm,t2,12,512,0.5,0.5855257511138916,2,1,6,0,False
pilot__lstm__t2__seed12,lstm,t2,12,512,0.65,0.7611834764480591,2,1,4,0,False
pilot__lstm__t2__seed12,lstm,t2,12,512,0.8,0.9368412017822266,2,1,3,0,False
pilot__lstm__t2__seed12,lstm,t2,12,2048,0.5,0.5855257511138916,2,1,5,0,False
pilot__lstm__t2__seed12,lstm,t2,12,2048,0.65,0.7611834764480591,2,1,4,0,False
pilot__lstm__t2__seed12,lstm,t2,12,2048,0.8,0.9368412017822266,2,1,4,0,False
pilot__lstm__t2__seed12,lstm,t2,12,4096,0.5,0.5855257511138916,2,1,2,0,False
pilot__lstm__t2__seed12,lstm,t2,12,4096,0.65,0.7611834764480591,2,1,2,0,False
pilot__lstm__t2__seed12,lstm,t2,12,4096,0.8,0.9368412017822266,2,1,2,0,False
broad__calru__t2__lr0p01_eta1000_i50__seed10,calru,t2,10,0,0.5,0.5855257511138916,2,1,2,1,True
broad__calru__t2__lr0p01_eta1000_i50__seed10,calru,t2,10,0,0.65,0.7611834764480591,2,1,2,1,True
broad__calru__t2__lr0p01_eta1000_i50__seed10,calru,t2,10,0,0.8,0.9368412017822266,2,1,2,1,True
broad__calru__t2__lr0p01_eta1000_i50__seed10,calru,t2,10,128,0.5,0.5855257511138916,2,1,2,1,True
broad__calru__t2__lr0p01_eta1000_i50__seed10,calru,t2,10,128,0.65,0.7611834764480591,2,1,2,1,True
broad__calru__t2__lr0p01_eta1000_i50__seed10,calru,t2,10,128,0.8,0.9368412017822266,2,1,2,1,True
broad__calru__t2__lr0p01_eta1000_i50__seed10,calru,t2,10,512,0.5,0.5855257511138916,2,1,2,1,True
broad__calru__t2__lr0p01_eta1000_i50__seed10,calru,t2,10,512,0.65,0.7611834764480591,2,1,2,1,True
broad__calru__t2__lr0p01_eta1000_i50__seed10,calru,t2,10,512,0.8,0.9368412017822266,2,1,2,1,True
broad__calru__t2__lr0p01_eta1000_i50__seed10,calru,t2,10,2048,0.5,0.5855257511138916,2,1,2,1,True
broad__calru__t2__lr0p01_eta1000_i50__seed10,calru,t2,10,2048,0.65,0.7611834764480591,2,1,2,1,True
broad__calru__t2__lr0p01_eta1000_i50__seed10,calru,t2,10,2048,0.8,0.9368412017822266,2,1,2,1,True
broad__calru__t2__lr0p01_eta1000_i50__seed10,calru,t2,10,4096,0.5,0.5855257511138916,2,1,2,1,True
broad__calru__t2__lr0p01_eta1000_i50__seed10,calru,t2,10,4096,0.65,0.7611834764480591,2,1,2,1,True
broad__calru__t2__lr0p01_eta1000_i50__seed10,calru,t2,10,4096,0.8,0.9368412017822266,2,1,2,1,True
refine__calru__t2__lr0p01_eta1000_i50__seed11,calru,t2,11,0,0.5,0.5855257511138916,2,1,2,1,True
refine__calru__t2__lr0p01_eta1000_i50__seed11,calru,t2,11,0,0.65,0.7611834764480591,2,1,2,1,True
refine__calru__t2__lr0p01_eta1000_i50__seed11,calru,t2,11,0,0.8,0.9368412017822266,2,1,2,1,True
refine__calru__t2__lr0p01_eta1000_i50__seed11,calru,t2,11,128,0.5,0.5855257511138916,2,1,2,1,True
refine__calru__t2__lr0p01_eta1000_i50__seed11,calru,t2,11,128,0.65,0.7611834764480591,2,1,2,1,True
refine__calru__t2__lr0p01_eta1000_i50__seed11,calru,t2,11,128,0.8,0.9368412017822266,2,1,2,1,True
refine__calru__t2__lr0p01_eta1000_i50__seed11,calru,t2,11,512,0.5,0.5855257511138916,2,1,2,1,True
refine__calru__t2__lr0p01_eta1000_i50__seed11,calru,t2,11,512,0.65,0.7611834764480591,2,1,2,1,True
refine__calru__t2__lr0p01_eta1000_i50__seed11,calru,t2,11,512,0.8,0.9368412017822266,2,1,2,1,True
refine__calru__t2__lr0p01_eta1000_i50__seed11,calru,t2,11,2048,0.5,0.5855257511138916,2,1,2,1,True
refine__calru__t2__lr0p01_eta1000_i50__seed11,calru,t2,11,2048,0.65,0.7611834764480591,2,1,2,1,True
refine__calru__t2__lr0p01_eta1000_i50__seed11,calru,t2,11,2048,0.8,0.9368412017822266,2,1,2,1,True
refine__calru__t2__lr0p01_eta1000_i50__seed11,calru,t2,11,4096,0.5,0.5855257511138916,2,1,2,1,True
refine__calru__t2__lr0p01_eta1000_i50__seed11,calru,t2,11,4096,0.65,0.7611834764480591,2,1,2,1,True
refine__calru__t2__lr0p01_eta1000_i50__seed11,calru,t2,11,4096,0.8,0.9368412017822266,2,1,2,1,True
refine__calru__t2__lr0p01_eta1000_i50__seed12,calru,t2,12,0,0.5,0.5855257511138916,2,1,2,1,True
refine__calru__t2__lr0p01_eta1000_i50__seed12,calru,t2,12,0,0.65,0.7611834764480591,2,1,2,1,True
refine__calru__t2__lr0p01_eta1000_i50__seed12,calru,t2,12,0,0.8,0.9368412017822266,2,1,2,1,True
refine__calru__t2__lr0p01_eta1000_i50__seed12,calru,t2,12,128,0.5,0.5855257511138916,2,1,2,1,True
refine__calru__t2__lr0p01_eta1000_i50__seed12,calru,t2,12,128,0.65,0.7611834764480591,2,1,2,1,True
refine__calru__t2__lr0p01_eta1000_i50__seed12,calru,t2,12,128,0.8,0.9368412017822266,2,1,2,1,True
refine__calru__t2__lr0p01_eta1000_i50__seed12,calru,t2,12,512,0.5,0.5855257511138916,2,1,2,1,True
refine__calru__t2__lr0p01_eta1000_i50__seed12,calru,t2,12,512,0.65,0.7611834764480591,2,1,2,1,True
refine__calru__t2__lr0p01_eta1000_i50__seed12,calru,t2,12,512,0.8,0.9368412017822266,2,1,2,1,True
refine__calru__t2__lr0p01_eta1000_i50__seed12,calru,t2,12,2048,0.5,0.5855257511138916,2,1,2,1,True
refine__calru__t2__lr0p01_eta1000_i50__seed12,calru,t2,12,2048,0.65,0.7611834764480591,2,1,2,1,True
refine__calru__t2__lr0p01_eta1000_i50__seed12,calru,t2,12,2048,0.8,0.9368412017822266,2,1,2,1,True
refine__calru__t2__lr0p01_eta1000_i50__seed12,calru,t2,12,4096,0.5,0.5855257511138916,2,1,2,1,True
refine__calru__t2__lr0p01_eta1000_i50__seed12,calru,t2,12,4096,0.65,0.7611834764480591,2,1,2,1,True
refine__calru__t2__lr0p01_eta1000_i50__seed12,calru,t2,12,4096,0.8,0.9368412017822266,2,1,2,1,True
broad__hc__t2__lr0p01_a0p025_bm0p1_eta1000_i50__seed10,hc,t2,10,0,0.5,0.5855257511138916,2,1,2,1,True
broad__hc__t2__lr0p01_a0p025_bm0p1_eta1000_i50__seed10,hc,t2,10,0,0.65,0.7611834764480591,2,1,2,1,True
broad__hc__t2__lr0p01_a0p025_bm0p1_eta1000_i50__seed10,hc,t2,10,0,0.8,0.9368412017822266,2,1,2,1,True
broad__hc__t2__lr0p01_a0p025_bm0p1_eta1000_i50__seed10,hc,t2,10,128,0.5,0.5855257511138916,2,1,2,1,True
broad__hc__t2__lr0p01_a0p025_bm0p1_eta1000_i50__seed10,hc,t2,10,128,0.65,0.7611834764480591,2,1,2,1,True
broad__hc__t2__lr0p01_a0p025_bm0p1_eta1000_i50__seed10,hc,t2,10,128,0.8,0.9368412017822266,2,1,2,1,True
broad__hc__t2__lr0p01_a0p025_bm0p1_eta1000_i50__seed10,hc,t2,10,512,0.5,0.5855257511138916,2,1,2,1,True
broad__hc__t2__lr0p01_a0p025_bm0p1_eta1000_i50__seed10,hc,t2,10,512,0.65,0.7611834764480591,2,1,2,0,False
broad__hc__t2__lr0p01_a0p025_bm0p1_eta1000_i50__seed10,hc,t2,10,512,0.8,0.9368412017822266,2,1,2,0,False
broad__hc__t2__lr0p01_a0p025_bm0p1_eta1000_i50__seed10,hc,t2,10,2048,0.5,0.5855257511138916,2,1,5,0,False
broad__hc__t2__lr0p01_a0p025_bm0p1_eta1000_i50__seed10,hc,t2,10,2048,0.65,0.7611834764480591,2,1,3,0,False
broad__hc__t2__lr0p01_a0p025_bm0p1_eta1000_i50__seed10,hc,t2,10,2048,0.8,0.9368412017822266,2,1,1,0,False
broad__hc__t2__lr0p01_a0p025_bm0p1_eta1000_i50__seed10,hc,t2,10,4096,0.5,0.5855257511138916,2,1,5,0,False
broad__hc__t2__lr0p01_a0p025_bm0p1_eta1000_i50__seed10,hc,t2,10,4096,0.65,0.7611834764480591,2,1,2,0,False
broad__hc__t2__lr0p01_a0p025_bm0p1_eta1000_i50__seed10,hc,t2,10,4096,0.8,0.9368412017822266,2,1,2,0,False
attractor_robust__hc__t2__f2_lr0p01_a0p025_bm0p1_eta1000_i50__seed11,hc,t2,11,0,0.5,0.5855257511138916,2,1,2,1,True
attractor_robust__hc__t2__f2_lr0p01_a0p025_bm0p1_eta1000_i50__seed11,hc,t2,11,0,0.65,0.7611834764480591,2,1,2,1,True
attractor_robust__hc__t2__f2_lr0p01_a0p025_bm0p1_eta1000_i50__seed11,hc,t2,11,0,0.8,0.9368412017822266,2,1,2,1,True
attractor_robust__hc__t2__f2_lr0p01_a0p025_bm0p1_eta1000_i50__seed11,hc,t2,11,128,0.5,0.5855257511138916,2,1,2,1,True
attractor_robust__hc__t2__f2_lr0p01_a0p025_bm0p1_eta1000_i50__seed11,hc,t2,11,128,0.65,0.7611834764480591,2,1,2,1,True
attractor_robust__hc__t2__f2_lr0p01_a0p025_bm0p1_eta1000_i50__seed11,hc,t2,11,128,0.8,0.9368412017822266,2,1,2,1,True
attractor_robust__hc__t2__f2_lr0p01_a0p025_bm0p1_eta1000_i50__seed11,hc,t2,11,512,0.5,0.5855257511138916,2,1,3,1,False
attractor_robust__hc__t2__f2_lr0p01_a0p025_bm0p1_eta1000_i50__seed11,hc,t2,11,512,0.65,0.7611834764480591,2,1,2,0,False
attractor_robust__hc__t2__f2_lr0p01_a0p025_bm0p1_eta1000_i50__seed11,hc,t2,11,512,0.8,0.9368412017822266,2,1,2,0,False
attractor_robust__hc__t2__f2_lr0p01_a0p025_bm0p1_eta1000_i50__seed11,hc,t2,11,2048,0.5,0.5855257511138916,2,1,0,0,False
attractor_robust__hc__t2__f2_lr0p01_a0p025_bm0p1_eta1000_i50__seed11,hc,t2,11,2048,0.65,0.7611834764480591,2,1,0,0,False
attractor_robust__hc__t2__f2_lr0p01_a0p025_bm0p1_eta1000_i50__seed11,hc,t2,11,2048,0.8,0.9368412017822266,2,1,0,0,False
attractor_robust__hc__t2__f2_lr0p01_a0p025_bm0p1_eta1000_i50__seed11,hc,t2,11,4096,0.5,0.5855257511138916,2,1,1,0,False
attractor_robust__hc__t2__f2_lr0p01_a0p025_bm0p1_eta1000_i50__seed11,hc,t2,11,4096,0.65,0.7611834764480591,2,1,1,0,False
attractor_robust__hc__t2__f2_lr0p01_a0p025_bm0p1_eta1000_i50__seed11,hc,t2,11,4096,0.8,0.9368412017822266,2,1,0,0,False
attractor_robust__hc__t2__f2_lr0p01_a0p025_bm0p1_eta1000_i50__seed12,hc,t2,12,0,0.5,0.5855257511138916,2,1,2,1,True
attractor_robust__hc__t2__f2_lr0p01_a0p025_bm0p1_eta1000_i50__seed12,hc,t2,12,0,0.65,0.7611834764480591,2,1,2,1,True
attractor_robust__hc__t2__f2_lr0p01_a0p025_bm0p1_eta1000_i50__seed12,hc,t2,12,0,0.8,0.9368412017822266,2,1,2,1,True
attractor_robust__hc__t2__f2_lr0p01_a0p025_bm0p1_eta1000_i50__seed12,hc,t2,12,128,0.5,0.5855257511138916,2,1,2,1,True
attractor_robust__hc__t2__f2_lr0p01_a0p025_bm0p1_eta1000_i50__seed12,hc,t2,12,128,0.65,0.7611834764480591,2,1,2,1,True
attractor_robust__hc__t2__f2_lr0p01_a0p025_bm0p1_eta1000_i50__seed12,hc,t2,12,128,0.8,0.9368412017822266,2,1,2,1,True
attractor_robust__hc__t2__f2_lr0p01_a0p025_bm0p1_eta1000_i50__seed12,hc,t2,12,512,0.5,0.5855257511138916,2,1,3,1,False
attractor_robust__hc__t2__f2_lr0p01_a0p025_bm0p1_eta1000_i50__seed12,hc,t2,12,512,0.65,0.7611834764480591,2,1,2,1,True
attractor_robust__hc__t2__f2_lr0p01_a0p025_bm0p1_eta1000_i50__seed12,hc,t2,12,512,0.8,0.9368412017822266,2,1,2,1,True
attractor_robust__hc__t2__f2_lr0p01_a0p025_bm0p1_eta1000_i50__seed12,hc,t2,12,2048,0.5,0.5855257511138916,2,1,7,0,False
attractor_robust__hc__t2__f2_lr0p01_a0p025_bm0p1_eta1000_i50__seed12,hc,t2,12,2048,0.65,0.7611834764480591,2,1,3,0,False
attractor_robust__hc__t2__f2_lr0p01_a0p025_bm0p1_eta1000_i50__seed12,hc,t2,12,2048,0.8,0.9368412017822266,2,1,2,0,False
attractor_robust__hc__t2__f2_lr0p01_a0p025_bm0p1_eta1000_i50__seed12,hc,t2,12,4096,0.5,0.5855257511138916,2,1,7,0,False
attractor_robust__hc__t2__f2_lr0p01_a0p025_bm0p1_eta1000_i50__seed12,hc,t2,12,4096,0.65,0.7611834764480591,2,1,6,0,False
attractor_robust__hc__t2__f2_lr0p01_a0p025_bm0p1_eta1000_i50__seed12,hc,t2,12,4096,0.8,0.9368412017822266,2,1,4,0,False
pilot__rnn__s2__seed10,rnn,s2,10,0,0.5,1.3058854341506958,0,1,0,0,False
pilot__rnn__s2__seed10,rnn,s2,10,0,0.65,1.6976510643959046,0,1,0,0,False
pilot__rnn__s2__seed10,rnn,s2,10,0,0.8,2.0894166946411135,0,1,0,0,False
pilot__rnn__s2__seed10,rnn,s2,10,128,0.5,1.3058854341506958,0,1,0,0,False
pilot__rnn__s2__seed10,rnn,s2,10,128,0.65,1.6976510643959046,0,1,0,0,False
pilot__rnn__s2__seed10,rnn,s2,10,128,0.8,2.0894166946411135,0,1,0,0,False
pilot__rnn__s2__seed10,rnn,s2,10,512,0.5,1.3058854341506958,0,1,1,0,False
pilot__rnn__s2__seed10,rnn,s2,10,512,0.65,1.6976510643959046,0,1,1,0,False
pilot__rnn__s2__seed10,rnn,s2,10,512,0.8,2.0894166946411135,0,1,1,0,False
pilot__rnn__s2__seed10,rnn,s2,10,2048,0.5,1.3058854341506958,0,1,2,0,False
pilot__rnn__s2__seed10,rnn,s2,10,2048,0.65,1.6976510643959046,0,1,2,0,False
pilot__rnn__s2__seed10,rnn,s2,10,2048,0.8,2.0894166946411135,0,1,2,0,False
pilot__rnn__s2__seed10,rnn,s2,10,4096,0.5,1.3058854341506958,0,1,1,0,False
pilot__rnn__s2__seed10,rnn,s2,10,4096,0.65,1.6976510643959046,0,1,1,0,False
pilot__rnn__s2__seed10,rnn,s2,10,4096,0.8,2.0894166946411135,0,1,1,0,False
pilot__rnn__s2__seed11,rnn,s2,11,0,0.5,1.3058854341506958,0,1,0,0,False
pilot__rnn__s2__seed11,rnn,s2,11,0,0.65,1.6976510643959046,0,1,0,0,False
pilot__rnn__s2__seed11,rnn,s2,11,0,0.8,2.0894166946411135,0,1,0,0,False
pilot__rnn__s2__seed11,rnn,s2,11,128,0.5,1.3058854341506958,0,1,1,0,False
pilot__rnn__s2__seed11,rnn,s2,11,128,0.65,1.6976510643959046,0,1,1,0,False
pilot__rnn__s2__seed11,rnn,s2,11,128,0.8,2.0894166946411135,0,1,1,0,False
pilot__rnn__s2__seed11,rnn,s2,11,512,0.5,1.3058854341506958,0,1,1,0,False
pilot__rnn__s2__seed11,rnn,s2,11,512,0.65,1.6976510643959046,0,1,1,0,False
pilot__rnn__s2__seed11,rnn,s2,11,512,0.8,2.0894166946411135,0,1,1,0,False
pilot__rnn__s2__seed11,rnn,s2,11,2048,0.5,1.3058854341506958,0,1,1,0,False
pilot__rnn__s2__seed11,rnn,s2,11,2048,0.65,1.6976510643959046,0,1,1,0,False
pilot__rnn__s2__seed11,rnn,s2,11,2048,0.8,2.0894166946411135,0,1,1,0,False
pilot__rnn__s2__seed11,rnn,s2,11,4096,0.5,1.3058854341506958,0,1,1,0,False
pilot__rnn__s2__seed11,rnn,s2,11,4096,0.65,1.6976510643959046,0,1,1,0,False
pilot__rnn__s2__seed11,rnn,s2,11,4096,0.8,2.0894166946411135,0,1,1,0,False
pilot__rnn__s2__seed12,rnn,s2,12,0,0.5,1.3058854341506958,0,1,0,0,False
pilot__rnn__s2__seed12,rnn,s2,12,0,0.65,1.6976510643959046,0,1,0,0,False
pilot__rnn__s2__seed12,rnn,s2,12,0,0.8,2.0894166946411135,0,1,0,0,False
pilot__rnn__s2__seed12,rnn,s2,12,128,0.5,1.3058854341506958,0,1,0,0,False
pilot__rnn__s2__seed12,rnn,s2,12,128,0.65,1.6976510643959046,0,1,0,0,False
pilot__rnn__s2__seed12,rnn,s2,12,128,0.8,2.0894166946411135,0,1,0,0,False
pilot__rnn__s2__seed12,rnn,s2,12,512,0.5,1.3058854341506958,0,1,0,0,False
pilot__rnn__s2__seed12,rnn,s2,12,512,0.65,1.6976510643959046,0,1,0,0,False
pilot__rnn__s2__seed12,rnn,s2,12,512,0.8,2.0894166946411135,0,1,0,0,False
pilot__rnn__s2__seed12,rnn,s2,12,2048,0.5,1.3058854341506958,0,1,0,0,False
pilot__rnn__s2__seed12,rnn,s2,12,2048,0.65,1.6976510643959046,0,1,0,0,False
pilot__rnn__s2__seed12,rnn,s2,12,2048,0.8,2.0894166946411135,0,1,0,0,False
pilot__rnn__s2__seed12,rnn,s2,12,4096,0.5,1.3058854341506958,0,1,0,0,False
pilot__rnn__s2__seed12,rnn,s2,12,4096,0.65,1.6976510643959046,0,1,0,0,False
pilot__rnn__s2__seed12,rnn,s2,12,4096,0.8,2.0894166946411135,0,1,0,0,False
pilot__gru__s2__seed10,gru,s2,10,0,0.5,1.3058854341506958,0,1,0,1,True
pilot__gru__s2__seed10,gru,s2,10,0,0.65,1.6976510643959046,0,1,0,1,True
pilot__gru__s2__seed10,gru,s2,10,0,0.8,2.0894166946411135,0,1,0,0,False
