topology,model,model_label,condition_id,condition_axis,condition_value,condition_label,eligible_seed_count,finite_seed_count,error_median_radians,error_min_radians,error_max_radians,chance_ratio_median,id_error_ratio_median,status
s2,lstm,LSTM,blank_h768,blank,768,H=768,3,3,0.6751419305801392,0.485695481300354,0.6898554563522339,0.4298087021617376,8.796008534683075,severely_degraded
s2,calru,CA-LRU,blank_h768,blank,768,H=768,1,1,0.09730198234319687,0.09730198234319687,0.09730198234319687,0.061944365850240414,0.9545324179127692,alive
s1,rnn,RNN,blank_h1024,blank,1024,H=1024,1,1,0.5982475876808167,0.5982475876808167,0.5982475876808167,0.38085624308881616,5.2736809957381245,transition
s1,gru,GRU,blank_h1024,blank,1024,H=1024,3,3,0.3837449550628662,0.16772177815437317,0.49111196398735046,0.24429962593932963,9.50714844481132,severely_degraded
s1,lstm,LSTM,blank_h1024,blank,1024,H=1024,3,3,0.3115309774875641,0.28529489040374756,0.3611433506011963,0.19832677997358317,10.080342290224227,severely_degraded
s1,calru,CA-LRU,blank_h1024,blank,1024,H=1024,3,3,0.0641903206706047,0.01234441064298153,0.07909870147705078,0.04086482733352242,0.9875262172681802,alive
t2,rnn,RNN,blank_h1024,blank,1024,H=1024,0,0,,,,,,ineligible_id
t2,gru,GRU,blank_h1024,blank,1024,H=1024,3,3,0.48298048973083496,0.4325341582298279,0.5643787384033203,0.30747492943042715,8.23166565323028,severely_degraded
t2,lstm,LSTM,blank_h1024,blank,1024,H=1024,3,3,0.6430261731147766,0.5265777707099915,0.6831904649734497,0.40936317595472604,10.058598048662338,severely_degraded
t2,calru,CA-LRU,blank_h1024,blank,1024,H=1024,3,3,0.028989683836698532,0.02092047780752182,0.04888016730546951,0.018455405925127174,1.0050773804085367,alive
s2,rnn,RNN,blank_h1024,blank,1024,H=1024,0,0,,,,,,ineligible_id
s2,gru,GRU,blank_h1024,blank,1024,H=1024,0,0,,,,,,ineligible_id
s2,lstm,LSTM,blank_h1024,blank,1024,H=1024,3,3,0.8055418729782104,0.5929614901542664,0.8375400900840759,0.5128238838079435,10.661627774310505,severely_degraded
s2,calru,CA-LRU,blank_h1024,blank,1024,H=1024,1,1,0.09730198234319687,0.09730198234319687,0.09730198234319687,0.061944365850240414,0.9545324179127692,alive
s1,rnn,RNN,blank_h1536,blank,1536,H=1536,1,1,0.7004812955856323,0.7004812955856323,0.7004812955856323,0.44594024294347373,6.174893091873012,transition
s1,gru,GRU,blank_h1536,blank,1536,H=1536,3,3,0.5443338751792908,0.2342618703842163,0.6934472918510437,0.34653370770860353,13.485683359722914,severely_degraded
s1,lstm,LSTM,blank_h1536,blank,1536,H=1536,3,3,0.4155160188674927,0.37485790252685547,0.5096647143363953,0.2645257133465068,14.225915457691933,severely_degraded
s1,calru,CA-LRU,blank_h1536,blank,1536,H=1536,3,3,0.0641903206706047,0.012345186434686184,0.07909870147705078,0.04086482733352242,0.9875262172681802,alive
t2,rnn,RNN,blank_h1536,blank,1536,H=1536,0,0,,,,,,ineligible_id
t2,gru,GRU,blank_h1536,blank,1536,H=1536,3,3,0.6601909399032593,0.5718220472335815,0.7630529403686523,0.4202906058803525,11.251947439127626,severely_degraded
t2,lstm,LSTM,blank_h1536,blank,1536,H=1536,3,3,0.8280235528945923,0.7124870419502258,0.8710308074951172,0.5271361657587513,12.824167241467066,severely_degraded
t2,calru,CA-LRU,blank_h1536,blank,1536,H=1536,3,3,0.028989683836698532,0.02092047780752182,0.04888016730546951,0.018455405925127174,1.0050773804085367,alive
s2,rnn,RNN,blank_h1536,blank,1536,H=1536,0,0,,,,,,ineligible_id
s2,gru,GRU,blank_h1536,blank,1536,H=1536,0,0,,,,,,ineligible_id
s2,lstm,LSTM,blank_h1536,blank,1536,H=1536,3,3,0.9843411445617676,0.7624829411506653,1.0514534711837769,0.626651035382957,13.028098523861848,severely_degraded
s2,calru,CA-LRU,blank_h1536,blank,1536,H=1536,1,1,0.09730198234319687,0.09730198234319687,0.09730198234319687,0.061944365850240414,0.9545324179127692,alive
s1,rnn,RNN,blank_h2048,blank,2048,H=2048,1,1,0.7723948955535889,0.7723948955535889,0.7723948955535889,0.4917218625852075,6.808826923443207,transition
s1,gru,GRU,blank_h2048,blank,2048,H=2048,3,3,0.6847524642944336,0.29007238149642944,0.8769078254699707,0.4359269579472627,16.964505305173454,severely_degraded
s1,lstm,LSTM,blank_h2048,blank,2048,H=2048,3,3,0.49241751432418823,0.43845948576927185,0.6447261571884155,0.31348272587887493,17.995791247716827,severely_degraded
s1,calru,CA-LRU,blank_h2048,blank,2048,H=2048,3,3,0.0641903206706047,0.012345956638455391,0.07909870147705078,0.04086482733352242,0.9875262172681802,alive
t2,rnn,RNN,blank_h2048,blank,2048,H=2048,0,0,,,,,,ineligible_id
t2,gru,GRU,blank_h2048,blank,2048,H=2048,3,3,0.802959144115448,0.6750842928886414,0.9271864891052246,0.5111796675472444,13.685213684813432,severely_degraded
t2,lstm,LSTM,blank_h2048,blank,2048,H=2048,3,3,0.9447593688964844,0.8690972328186035,1.0169322490692139,0.6014524943690197,14.972270926683551,severely_degraded
t2,calru,CA-LRU,blank_h2048,blank,2048,H=2048,3,3,0.028989683836698532,0.02092047780752182,0.04888016730546951,0.018455405925127174,1.0050773804085367,alive
s2,rnn,RNN,blank_h2048,blank,2048,H=2048,0,0,,,,,,ineligible_id
s2,gru,GRU,blank_h2048,blank,2048,H=2048,0,0,,,,,,ineligible_id
s2,lstm,LSTM,blank_h2048,blank,2048,H=2048,3,3,1.1111154556274414,0.8981652855873108,1.1576945781707764,0.7073580684356432,14.761195691619024,severely_degraded
s2,calru,CA-LRU,blank_h2048,blank,2048,H=2048,1,1,0.09730198234319687,0.09730198234319687,0.09730198234319687,0.061944365850240414,0.9545324179127692,alive
s1,rnn,RNN,blank_h4096,blank,4096,H=4096,1,1,0.9233023524284363,0.9233023524284363,0.9233023524284363,0.5877925334294435,8.139108572419378,severely_degraded
s1,gru,GRU,blank_h4096,blank,4096,H=4096,3,3,1.0487487316131592,0.4583582878112793,1.4737720489501953,0.667654178790359,25.98238684628564,severely_degraded
s1,lstm,LSTM,blank_h4096,blank,4096,H=4096,3,3,0.6336912512779236,0.6134942770004272,1.1378426551818848,0.4034203801398795,27.609474061278174,severely_degraded
s1,calru,CA-LRU,blank_h4096,blank,4096,H=4096,3,3,0.0641903206706047,0.01234908401966095,0.07909870147705078,0.04086482733352242,0.9875262172681802,alive
t2,rnn,RNN,blank_h4096,blank,4096,H=4096,0,0,,,,,,ineligible_id
t2,gru,GRU,blank_h4096,blank,4096,H=4096,3,3,1.1811363697052002,0.896541953086853,1.2381718158721924,0.7519347668167959,19.360777466627816,chance_collapsed
t2,lstm,LSTM,blank_h4096,blank,4096,H=4096,3,3,1.3909674882888794,1.1153188943862915,1.4277255535125732,0.8855174057651728,21.020371628203307,chance_collapsed
t2,calru,CA-LRU,blank_h4096,blank,4096,H=4096,3,3,0.028989683836698532,0.02092047780752182,0.04888016730546951,0.018455405925127174,1.0050773804085367,alive
s2,rnn,RNN,blank_h4096,blank,4096,H=4096,0,0,,,,,,ineligible_id
s2,gru,GRU,blank_h4096,blank,4096,H=4096,0,0,,,,,,ineligible_id
s2,lstm,LSTM,blank_h4096,blank,4096,H=4096,3,3,1.3524949550628662,1.25221586227417,1.508009672164917,0.8610250304204241,19.9590342153663,chance_collapsed
s2,calru,CA-LRU,blank_h4096,blank,4096,H=4096,1,1,0.09730198234319687,0.09730198234319687,0.09730198234319687,0.061944365850240414,0.9545324179127692,alive
