all_finite,anchors,job_id,model,one_step_normal_to_tangent_leakage_mean,one_step_sampled_normal_gain_mean,one_step_sampled_normal_residual_gain_mean,one_step_tangent_anisotropy_median,one_step_tangent_gain_mean,one_step_tangent_gain_min_median,one_step_tangent_to_normal_leakage_mean,seed,state_scale,topology
True,128,broad__calru__s1__lr0p01_eta1000_i50__seed10,calru,0.005079539027065039,0.7541791200637817,0.7541635036468506,1.0,0.9959332346916199,0.9963277578353882,0.03277541697025299,10,0.9623342752456665,s1
True,128,broad__calru__s2__lr0p003_eta1000_i50__seed10,calru,0.004080398939549923,0.750259518623352,0.7502514123916626,1.0016862154006958,0.9981448650360107,0.9972453117370605,0.01740441843867302,10,0.8116429448127747,s2
True,128,broad__calru__t2__lr0p01_eta1000_i50__seed10,calru,0.002751009538769722,0.7526790499687195,0.7526750564575195,1.0008147954940796,0.9994140267372131,0.9990156888961792,0.011009094305336475,10,1.6883796453475952,t2
True,128,refine__calru__s1__lr0p01_eta1000_i50__seed11,calru,0.00825386494398117,0.7402492761611938,0.740206241607666,1.0,0.9936046004295349,0.9938985109329224,0.05685599148273468,11,0.8103320002555847,s1
True,128,refine__calru__s1__lr0p01_eta1000_i50__seed12,calru,0.00917430967092514,0.7408750057220459,0.7408231496810913,1.0,0.9908173084259033,0.9915210604667664,0.05917173624038696,12,1.431349277496338,s1
True,128,refine__calru__s2__lr0p003_eta1000_i50__seed11,calru,0.004386761225759983,0.7526784539222717,0.752669095993042,1.001296043395996,0.9984104037284851,0.9977526664733887,0.018460972234606743,11,0.8738731145858765,s2
True,128,refine__calru__s2__lr0p003_eta1000_i50__seed12,calru,0.0031748602632433176,0.7507637739181519,0.7507590055465698,1.0006012916564941,0.9990768432617188,0.9987417459487915,0.013377799652516842,12,0.7242127060890198,s2
True,128,refine__calru__t2__lr0p01_eta1000_i50__seed11,calru,0.0020714234560728073,0.7508504986763,0.7508484125137329,1.0004624128341675,0.9996209740638733,0.9993877410888672,0.008593441918492317,11,1.807469129562378,t2
True,128,refine__calru__t2__lr0p01_eta1000_i50__seed12,calru,0.003343098796904087,0.7515237331390381,0.7515169978141785,1.0008482933044434,0.9991952180862427,0.9990213513374329,0.012936494313180447,12,1.91557776927948,t2
