topology,model,model_label,eligible_seed_count,kick_radius_relative,recovery_horizon,recovery_ratio_median,recovery_ratio_min,recovery_ratio_max,same_memory_error_normalized_median,same_memory_error_normalized_min,same_memory_error_normalized_max,same_memory_error_radians_median,status
s2,calru,CA-LRU,1,0.05,2048,0.2970997989177704,0.2970997989177704,0.2970997989177704,0.001483379164710641,0.001483379164710641,0.001483379164710641,0.004660173086343113,survived
s2,rnn,RNN,0,0.1,0,,,,,,,,ineligible_id
s2,rnn,RNN,0,0.1,1,,,,,,,,ineligible_id
s2,rnn,RNN,0,0.1,16,,,,,,,,ineligible_id
s2,rnn,RNN,0,0.1,128,,,,,,,,ineligible_id
s2,rnn,RNN,0,0.1,512,,,,,,,,ineligible_id
s2,rnn,RNN,0,0.1,2048,,,,,,,,ineligible_id
s2,gru,GRU,0,0.1,0,,,,,,,,ineligible_id
s2,gru,GRU,0,0.1,1,,,,,,,,ineligible_id
s2,gru,GRU,0,0.1,16,,,,,,,,ineligible_id
s2,gru,GRU,0,0.1,128,,,,,,,,ineligible_id
s2,gru,GRU,0,0.1,512,,,,,,,,ineligible_id
s2,gru,GRU,0,0.1,2048,,,,,,,,ineligible_id
