job_id,model,model_label,topology,seed,task_success,validation_error,selection_regime,component_mse,condition_axis,condition_id,condition_label,condition_value,divergence_step,dwell_profile,dwell_step_mean_error_radians,finite,gp_length_scale,hold_baseline_mean_error_radians,horizon,last_quarter_mean_error_radians,moving_step_mean_error_radians,output_norm_absolute_error,post_blank_0_mean_error_radians,post_blank_0_median_error_radians,post_blank_128_mean_error_radians,post_blank_128_median_error_radians,post_blank_512_mean_error_radians,post_blank_512_median_error_radians,sequence_mean_error_radians,terminal_mean_error_radians,trial_median_error_radians,trial_p90_error_radians,velocity_scale
refine__calru__s1__lr0p01_eta1000_i50__seed11,calru,CA-LRU,s1,11,True,0.014823663979768753,topology-specific validation-selected,0.14436092972755432,combined,combined_h1024_x1p5,"T=1024, 1.5x",T1024_1.5x,,variable_sparsity,0.23272234201431274,True,1.0,1.4864857196807861,1024,0.6569669246673584,0.4537741243839264,0.07471227645874023,0.7335211038589478,0.46312475204467773,0.7551690936088562,0.48848244547843933,0.755169153213501,0.48848268389701843,0.39961671829223633,0.7335211038589478,0.23287230730056763,0.9865411520004272,1.5
refine__calru__s1__lr0p01_eta1000_i50__seed11,calru,CA-LRU,s1,11,True,0.014823663979768753,topology-specific validation-selected,0.3370060622692108,combined,combined_h1024_x2,"T=1024, 2.0x",T1024_2.0x,,variable_sparsity,0.5408650040626526,True,1.0,1.537050485610962,1024,1.1367814540863037,0.8293182253837585,0.13120868802070618,1.1593793630599976,0.9003869891166687,1.151871681213379,0.8474593162536621,1.151871681213379,0.8474583029747009,0.7586475610733032,1.1593793630599976,0.6389443874359131,1.5182842016220093,2.0
refine__calru__s1__lr0p01_eta1000_i50__seed11,calru,CA-LRU,s1,11,True,0.014823663979768753,topology-specific validation-selected,0.0012099735904484987,dwell,dwell_block64,64-step middle blank,middle_blank_64,,variable_sparsity,0.041073672473430634,True,1.0,1.1519736051559448,128,0.04420390725135803,0.04227270558476448,0.004502192139625549,0.04665633291006088,0.04324221611022949,0.04745902121067047,0.043584346771240234,0.04745902121067047,0.043584346771240234,0.04152517765760422,0.04665633291006088,0.0392138697206974,0.07242429256439209,1.0
refine__calru__s1__lr0p01_eta1000_i50__seed11,calru,CA-LRU,s1,11,True,0.014823663979768753,topology-specific validation-selected,0.004183681681752205,dwell,dwell_dense,dense,dense,,dense,,True,1.0,1.4443029165267944,128,0.07742127776145935,0.057919420301914215,0.0063604386523365974,0.07921430468559265,0.06032752990722656,0.082248255610466,0.062334056943655014,0.082248255610466,0.062334056943655014,0.057919420301914215,0.07921430468559265,0.043495453894138336,0.09381845593452454,1.0
refine__calru__s1__lr0p01_eta1000_i50__seed11,calru,CA-LRU,s1,11,True,0.014823663979768753,topology-specific validation-selected,0.0012619527988135815,dwell,dwell_p0p25,active p=0.25,0.25,,fixed_probability,0.0405498743057251,True,1.0,0.9348552227020264,128,0.04665505141019821,0.03922034054994583,0.004997329320758581,0.04829001426696777,0.03957796096801758,0.050202928483486176,0.040979862213134766,0.050202928483486176,0.040979862213134766,0.04021522402763367,0.04829001426696777,0.03820457309484482,0.06458862870931625,1.0
refine__calru__s1__lr0p01_eta1000_i50__seed11,calru,CA-LRU,s1,11,True,0.014823663979768753,topology-specific validation-selected,0.0012030487414449453,dwell,dwell_p0p50,active p=0.50,0.5,,fixed_probability,0.040796227753162384,True,1.0,1.2523558139801025,128,0.04673773795366287,0.04045286029577255,0.0046772463247179985,0.048499152064323425,0.04359030723571777,0.05037490278482437,0.04830121994018555,0.05037491023540497,0.04830121994018555,0.04062294587492943,0.048499152064323425,0.03903663903474808,0.06819790601730347,1.0
refine__calru__s1__lr0p01_eta1000_i50__seed11,calru,CA-LRU,s1,11,True,0.014823663979768753,topology-specific validation-selected,0.002015411853790283,dwell,dwell_p0p75,active p=0.75,0.75,,fixed_probability,0.04767991229891777,True,1.0,1.375307321548462,128,0.058501482009887695,0.04719604551792145,0.004614861216396093,0.0636875331401825,0.05533719062805176,0.06522178649902344,0.060349222272634506,0.06522177904844284,0.060349222272634506,0.04731643944978714,0.0636875331401825,0.04323471710085869,0.08271045982837677,1.0
refine__calru__s1__lr0p01_eta1000_i50__seed11,calru,CA-LRU,s1,11,True,0.014823663979768753,topology-specific validation-selected,0.002654150128364563,id,id_h128,ID T=128,128,,variable_sparsity,0.03989727422595024,True,1.0,1.2498135566711426,128,0.06375690549612045,0.052336204797029495,0.005310169421136379,0.06592370569705963,0.055797576904296875,0.0641903206706047,0.05515027046203613,0.0641903206706047,0.05515027046203613,0.04927430674433708,0.06592370569705963,0.04085005447268486,0.08505700528621674,1.0
refine__calru__s1__lr0p01_eta1000_i50__seed11,calru,CA-LRU,s1,11,True,0.014823663979768753,topology-specific validation-selected,0.030683599412441254,length,length_h1024,T=1024,1024,,variable_sparsity,0.0975331962108612,True,1.0,1.4843645095825195,1024,0.24327759444713593,0.17367404699325562,0.022450510412454605,0.2661153972148895,0.1794755458831787,0.2664754092693329,0.17740988731384277,0.2664754390716553,0.17740988731384277,0.155019611120224,0.2661153972148895,0.109126977622509,0.2869388163089752,1.0
refine__calru__s1__lr0p01_eta1000_i50__seed11,calru,CA-LRU,s1,11,True,0.014823663979768753,topology-specific validation-selected,0.07688930630683899,length,length_h2048,T=2048,2048,,variable_sparsity,0.15785649418830872,True,1.0,1.5195776224136353,2048,0.4368927776813507,0.3044935166835785,0.03120959736406803,0.48304325342178345,0.353043794631958,0.48292791843414307,0.3451366424560547,0.48292791843414307,0.3451368808746338,0.2685396075248718,0.48304325342178345,0.19781900942325592,0.5669947862625122,1.0
refine__calru__s1__lr0p01_eta1000_i50__seed11,calru,CA-LRU,s1,11,True,0.014823663979768753,topology-specific validation-selected,0.0048982808366417885,length,length_h256,T=256,256,,variable_sparsity,0.04977233335375786,True,1.0,1.345548152923584,256,0.08529572188854218,0.06845974922180176,0.007114182226359844,0.09157232940196991,0.06795144081115723,0.08871151506900787,0.06986737251281738,0.08871151506900787,0.06986737251281738,0.06388057768344879,0.09157232940196991,0.05020866170525551,0.10353701561689377,1.0
refine__calru__s1__lr0p01_eta1000_i50__seed11,calru,CA-LRU,s1,11,True,0.014823663979768753,topology-specific validation-selected,0.011836329475045204,length,length_h512,T=512,512,,variable_sparsity,0.06747565418481827,True,1.0,1.435025930404663,512,0.13665974140167236,0.10226649045944214,0.013721376657485962,0.1486538201570511,0.09775996208190918,0.1491749882698059,0.09883736819028854,0.1491749882698059,0.09883736819028854,0.09373574703931808,0.1486538201570511,0.06623797863721848,0.15419241786003113,1.0
refine__calru__s1__lr0p01_eta1000_i50__seed11,calru,CA-LRU,s1,11,True,0.014823663979768753,topology-specific validation-selected,0.0030118555296212435,smoothness,smooth_l0p5,GP ell=0.5,0.5,,variable_sparsity,0.037683676928281784,True,0.5,1.2179415225982666,128,0.05761416256427765,0.05199095606803894,0.004906375892460346,0.06084015965461731,0.046347618103027344,0.062201127409935,0.04794764518737793,0.0622011236846447,0.04794764518737793,0.04846914857625961,0.06084015965461731,0.040678687393665314,0.08192446082830429,1.0
refine__calru__s1__lr0p01_eta1000_i50__seed11,calru,CA-LRU,s1,11,True,0.014823663979768753,topology-specific validation-selected,0.0022668237797915936,smoothness,smooth_l2,GP ell=2.0,2.0,,variable_sparsity,0.04082713648676872,True,2.0,1.252528429031372,128,0.06363801658153534,0.05111543834209442,0.005158647894859314,0.06852973997592926,0.052251338958740234,0.06833335757255554,0.05543923005461693,0.06833335757255554,0.05543923005461693,0.04858292639255524,0.06852973997592926,0.040192097425460815,0.09008491039276123,1.0
refine__calru__s1__lr0p01_eta1000_i50__seed11,calru,CA-LRU,s1,11,True,0.014823663979768753,topology-specific validation-selected,0.001125967362895608,velocity,velocity_x0p5,0.5x,0.5,,variable_sparsity,0.034012626856565475,True,1.0,1.0554780960083008,128,0.044296327978372574,0.0410594642162323,0.004434733651578426,0.046102724969387054,0.040727853775024414,0.046196166425943375,0.041673898696899414,0.04619617015123367,0.041673898696899414,0.03932484984397888,0.046102724969387054,0.037720710039138794,0.06937438249588013,0.5
refine__calru__s1__lr0p01_eta1000_i50__seed11,calru,CA-LRU,s1,11,True,0.014823663979768753,topology-specific validation-selected,0.011679336428642273,velocity,velocity_x1p5,1.5x,1.5,,variable_sparsity,0.06069581210613251,True,1.0,1.3258905410766602,128,0.11799697577953339,0.08974453806877136,0.01132748369127512,0.1366683393716812,0.06924796104431152,0.13005536794662476,0.0710303783416748,0.13005538284778595,0.0710303783416748,0.08259405195713043,0.1366683393716812,0.05192720144987106,0.10813448578119278,1.5
refine__calru__s1__lr0p01_eta1000_i50__seed11,calru,CA-LRU,s1,11,True,0.014823663979768753,topology-specific validation-selected,0.040656913071870804,velocity,velocity_x2,2.0x,2.0,,variable_sparsity,0.124005526304245,True,1.0,1.3806934356689453,128,0.22790014743804932,0.16611017286777496,0.02228645607829094,0.24805450439453125,0.08490109443664551,0.25223174691200256,0.08550763130187988,0.2522317171096802,0.08550763130187988,0.15574589371681213,0.24805450439453125,0.06322173774242401,0.33401811122894287,2.0
refine__calru__s1__lr0p01_eta1000_i50__seed12,calru,CA-LRU,s1,12,True,0.018189657479524612,topology-specific validation-selected,0.10808468610048294,combined,combined_h1024_x1p5,"T=1024, 1.5x",T1024_1.5x,,variable_sparsity,0.20929275453090668,True,1.0,1.4864857196807861,1024,0.6175802946090698,0.37465381622314453,0.08297103643417358,0.7460293769836426,0.37641215324401855,0.7529275417327881,0.3890225887298584,0.7529275417327881,0.3890228271484375,0.3341405689716339,0.7460293769836426,0.21836093068122864,0.7564884424209595,1.5
refine__calru__s1__lr0p01_eta1000_i50__seed12,calru,CA-LRU,s1,12,True,0.018189657479524612,topology-specific validation-selected,0.23992374539375305,combined,combined_h1024_x2,"T=1024, 2.0x",T1024_2.0x,,variable_sparsity,0.5115911960601807,True,1.0,1.537050485610962,1024,1.077446699142456,0.6633248925209045,0.1717892438173294,1.1210520267486572,0.908954918384552,1.118364930152893,0.9402992725372314,1.118364930152893,0.9402992725372314,0.626150369644165,1.1210520267486572,0.5112694501876831,1.338247537612915,2.0
refine__calru__s1__lr0p01_eta1000_i50__seed12,calru,CA-LRU,s1,12,True,0.018189657479524612,topology-specific validation-selected,0.0009274358744733036,dwell,dwell_block64,64-step middle blank,middle_blank_64,,variable_sparsity,0.03454551845788956,True,1.0,1.1519736051559448,128,0.03860259801149368,0.036927465349435806,0.00451652379706502,0.04244296997785568,0.03406023979187012,0.04281575232744217,0.03444409370422363,0.042815737426280975,0.03444409370422363,0.035442452877759933,0.04244296997785568,0.030932936817407608,0.06903839111328125,1.0
refine__calru__s1__lr0p01_eta1000_i50__seed12,calru,CA-LRU,s1,12,True,0.018189657479524612,topology-specific validation-selected,0.0036912760697305202,dwell,dwell_dense,dense,dense,,dense,,True,1.0,1.4443029165267944,128,0.09630103409290314,0.06555783748626709,0.0069877635687589645,0.10408087074756622,0.08532834053039551,0.10366397351026535,0.08232331275939941,0.10366395115852356,0.08232331275939941,0.06555783748626709,0.10408087074756622,0.05638077110052109,0.11608278751373291,1.0
refine__calru__s1__lr0p01_eta1000_i50__seed12,calru,CA-LRU,s1,12,True,0.018189657479524612,topology-specific validation-selected,0.0008844075491651893,dwell,dwell_p0p25,active p=0.25,0.25,,fixed_probability,0.0326186902821064,True,1.0,0.9348552227020264,128,0.03908548504114151,0.033822983503341675,0.005269547924399376,0.04124591499567032,0.030573368072509766,0.04036341980099678,0.029169321060180664,0.04036339372396469,0.029169082641601562,0.032921820878982544,0.04124591499567032,0.02808762714266777,0.05817987769842148,1.0
refine__calru__s1__lr0p01_eta1000_i50__seed12,calru,CA-LRU,s1,12,True,0.018189657479524612,topology-specific validation-selected,0.001463013468310237,dwell,dwell_p0p50,active p=0.50,0.5,,fixed_probability,0.041401367634534836,True,1.0,1.2523558139801025,128,0.05466759577393532,0.04237286001443863,0.0059808241203427315,0.05713193491101265,0.05193209648132324,0.05663669854402542,0.05196356400847435,0.05663667246699333,0.05196356400847435,0.04189161956310272,0.05713193491101265,0.03347567468881607,0.07532821595668793,1.0
refine__calru__s1__lr0p01_eta1000_i50__seed12,calru,CA-LRU,s1,12,True,0.018189657479524612,topology-specific validation-selected,0.0021168338134884834,dwell,dwell_p0p75,active p=0.75,0.75,,fixed_probability,0.050182122737169266,True,1.0,1.375307321548462,128,0.07014606148004532,0.05128903687000275,0.006218015216290951,0.07542315125465393,0.06561970710754395,0.07550380378961563,0.06322407722473145,0.07550378143787384,0.06322407722473145,0.051013629883527756,0.07542315125465393,0.04421050101518631,0.09291622787714005,1.0
refine__calru__s1__lr0p01_eta1000_i50__seed12,calru,CA-LRU,s1,12,True,0.018189657479524612,topology-specific validation-selected,0.0024503672029823065,id,id_h128,ID T=128,128,,variable_sparsity,0.03692878782749176,True,1.0,1.2498135566711426,128,0.07403827458620071,0.058370016515254974,0.006323166657239199,0.08009782433509827,0.06357264518737793,0.07909871637821198,0.06214570999145508,0.07909870147705078,0.06214570999145508,0.05309215933084488,0.08009782433509827,0.04057539999485016,0.0979820042848587,1.0
refine__calru__s1__lr0p01_eta1000_i50__seed12,calru,CA-LRU,s1,12,True,0.018189657479524612,topology-specific validation-selected,0.025580469518899918,length,length_h1024,T=1024,1024,,variable_sparsity,0.09141798317432404,True,1.0,1.4843645095825195,1024,0.23924028873443604,0.17559559643268585,0.03256703168153763,0.29593682289123535,0.1851656436920166,0.30048462748527527,0.18791723251342773,0.30048462748527527,0.18791699409484863,0.15497218072414398,0.29593682289123535,0.13830646872520447,0.27039849758148193,1.0
refine__calru__s1__lr0p01_eta1000_i50__seed12,calru,CA-LRU,s1,12,True,0.018189657479524612,topology-specific validation-selected,0.11844649910926819,length,length_h2048,T=2048,2048,,variable_sparsity,0.17347583174705505,True,1.0,1.5195776224136353,2048,0.6500303745269775,0.39734598994255066,0.06592923402786255,0.7832270860671997,0.464092493057251,0.7830248475074768,0.4655907154083252,0.7830248475074768,0.4655907154083252,0.34245535731315613,0.7832270860671997,0.23127883672714233,0.7756925821304321,1.0
refine__calru__s1__lr0p01_eta1000_i50__seed12,calru,CA-LRU,s1,12,True,0.018189657479524612,topology-specific validation-selected,0.005230231210589409,length,length_h256,T=256,256,,variable_sparsity,0.04704800248146057,True,1.0,1.345548152923584,256,0.10687433183193207,0.08499973267316818,0.010171931236982346,0.11635669320821762,0.09786629676818848,0.11491262912750244,0.09746527671813965,0.11491262912750244,0.09746527671813965,0.07569999992847443,0.11635669320821762,0.059966079890728,0.14893928170204163,1.0
refine__calru__s1__lr0p01_eta1000_i50__seed12,calru,CA-LRU,s1,12,True,0.018189657479524612,topology-specific validation-selected,0.010623663663864136,length,length_h512,T=512,512,,variable_sparsity,0.06396424770355225,True,1.0,1.435025930404663,512,0.14769238233566284,0.12215965241193771,0.018219852820038795,0.15188176929950714,0.1290290355682373,0.15289950370788574,0.13505864143371582,0.15289948880672455,0.13505887985229492,0.1078900694847107,0.15188176929950714,0.09015023708343506,0.20320995151996613,1.0
refine__calru__s1__lr0p01_eta1000_i50__seed12,calru,CA-LRU,s1,12,True,0.018189657479524612,topology-specific validation-selected,0.0019274429650977254,smoothness,smooth_l0p5,GP ell=0.5,0.5,,variable_sparsity,0.03382467105984688,True,0.5,1.2179415225982666,128,0.06333853304386139,0.05253056436777115,0.006289791315793991,0.0671648383140564,0.0546572208404541,0.06744042038917542,0.055604930967092514,0.06744039058685303,0.055605173110961914,0.04792601615190506,0.0671648383140564,0.03821339085698128,0.09007246792316437,1.0
refine__calru__s1__lr0p01_eta1000_i50__seed12,calru,CA-LRU,s1,12,True,0.018189657479524612,topology-specific validation-selected,0.002925023902207613,smoothness,smooth_l2,GP ell=2.0,2.0,,variable_sparsity,0.03875972703099251,True,2.0,1.252528429031372,128,0.08578178286552429,0.06398418545722961,0.006461034528911114,0.09387482702732086,0.07518982887268066,0.09322402626276016,0.07379031181335449,0.09322401881217957,0.0737905502319336,0.057775065302848816,0.09387482702732086,0.047137849032878876,0.10820168256759644,1.0
refine__calru__s1__lr0p01_eta1000_i50__seed12,calru,CA-LRU,s1,12,True,0.018189657479524612,topology-specific validation-selected,0.0011408475693315268,velocity,velocity_x0p5,0.5x,0.5,,variable_sparsity,0.030103422701358795,True,1.0,1.0554780960083008,128,0.04825945571064949,0.0408204086124897,0.0036848122254014015,0.051105204969644547,0.03546547889709473,0.05111071467399597,0.037372589111328125,0.05111069977283478,0.037372589111328125,0.038182370364665985,0.051105204969644547,0.033003129065036774,0.07254667580127716,0.5
refine__calru__s1__lr0p01_eta1000_i50__seed12,calru,CA-LRU,s1,12,True,0.018189657479524612,topology-specific validation-selected,0.005557208321988583,velocity,velocity_x1p5,1.5x,1.5,,variable_sparsity,0.04558878391981125,True,1.0,1.3258905410766602,128,0.10515551269054413,0.07683451473712921,0.014018653891980648,0.11552376300096512,0.08214259147644043,0.11824639141559601,0.08084297180175781,0.1182464063167572,0.08084297180175781,0.06914322823286057,0.11552376300096512,0.05552605539560318,0.12396552413702011,1.5
refine__calru__s1__lr0p01_eta1000_i50__seed12,calru,CA-LRU,s1,12,True,0.018189657479524612,topology-specific validation-selected,0.019714325666427612,velocity,velocity_x2,2.0x,2.0,,variable_sparsity,0.08609989285469055,True,1.0,1.3806934356689453,128,0.16412465274333954,0.11792571097612381,0.030632618814706802,0.18993481993675232,0.10379791259765625,0.19749902188777924,0.10321640968322754,0.1974990963935852,0.10321664810180664,0.11009162664413452,0.18993481993675232,0.06593160331249237,0.16710130870342255,2.0
pilot__rnn__t2__seed10,rnn,RNN,t2,10,False,0.08156989514827728,ring-selected zero-retuning,0.4993121027946472,combined,combined_h1024_x1p5,"T=1024, 1.5x",T1024_1.5x,,variable_sparsity,1.0864911079406738,True,1.0,1.6279666423797607,1024,1.5173557996749878,1.21199369430542,0.23108938336372375,1.5560154914855957,1.590172290802002,1.60764479637146,1.6417524814605713,1.6224868297576904,1.6713467836380005,1.1812456846237183,1.5560154914855957,1.197347640991211,1.6022403240203857,1.5
pilot__rnn__t2__seed10,rnn,RNN,t2,10,False,0.08156989514827728,ring-selected zero-retuning,0.5906674861907959,combined,combined_h1024_x2,"T=1024, 2.0x",T1024_2.0x,,variable_sparsity,1.2578799724578857,True,1.0,1.6543196439743042,1024,1.6405538320541382,1.4124252796173096,0.30619966983795166,1.6586039066314697,1.7280917167663574,1.7355377674102783,1.8193130493164062,1.7725257873535156,1.8638848066329956,1.3745619058609009,1.6586039066314697,1.352196216583252,1.8274447917938232,2.0
pilot__rnn__t2__seed10,rnn,RNN,t2,10,False,0.08156989514827728,ring-selected zero-retuning,0.06762762367725372,dwell,dwell_block64,64-step middle blank,middle_blank_64,,variable_sparsity,0.26642119884490967,True,1.0,1.2712488174438477,128,0.39049988985061646,0.3046058714389801,0.10467453300952911,0.4113537073135376,0.3261509835720062,0.6079229712486267,0.5035566091537476,1.0742909908294678,0.9974047541618347,0.28079986572265625,0.4113537073135376,0.20304962992668152,0.5230400562286377,1.0
pilot__rnn__t2__seed10,rnn,RNN,t2,10,False,0.08156989514827728,ring-selected zero-retuning,0.06457199156284332,dwell,dwell_dense,dense,dense,,dense,,True,1.0,1.5411663055419922,128,0.36621975898742676,0.28454145789146423,0.13433650135993958,0.4152846336364746,0.3016805052757263,0.6921703219413757,0.54872065782547,1.0460563898086548,1.008858561515808,0.28454145789146423,0.4152846336364746,0.2190045416355133,0.49158573150634766,1.0
pilot__rnn__t2__seed10,rnn,RNN,t2,10,False,0.08156989514827728,ring-selected zero-retuning,0.036279547959566116,dwell,dwell_p0p25,active p=0.25,0.25,,fixed_probability,0.19903720915317535,True,1.0,1.0632719993591309,128,0.28206977248191833,0.21107304096221924,0.08527171611785889,0.30281490087509155,0.23914453387260437,0.5500866174697876,0.46828335523605347,1.0228385925292969,0.970164954662323,0.20206676423549652,0.30281490087509155,0.16173787415027618,0.3475382924079895,1.0
pilot__rnn__t2__seed10,rnn,RNN,t2,10,False,0.08156989514827728,ring-selected zero-retuning,0.04332811385393143,dwell,dwell_p0p50,active p=0.50,0.5,,fixed_probability,0.21784202754497528,True,1.0,1.3930611610412598,128,0.29285940527915955,0.2290852665901184,0.10787615180015564,0.31258678436279297,0.23871751129627228,0.5624647736549377,0.4693118631839752,1.0786244869232178,0.9950684905052185,0.22351579368114471,0.31258678436279297,0.18146833777427673,0.3559974730014801,1.0
pilot__rnn__t2__seed10,rnn,RNN,t2,10,False,0.08156989514827728,ring-selected zero-retuning,0.055006567388772964,dwell,dwell_p0p75,active p=0.75,0.75,,fixed_probability,0.24895720183849335,True,1.0,1.492414951324463,128,0.3383571207523346,0.25744199752807617,0.1208515614271164,0.3615289330482483,0.2738793194293976,0.6202050447463989,0.5086796879768372,1.1152280569076538,1.0748556852340698,0.2553309202194214,0.3615289330482483,0.2039223313331604,0.40790027379989624,1.0
pilot__rnn__t2__seed10,rnn,RNN,t2,10,False,0.08156989514827728,ring-selected zero-retuning,0.05318710207939148,id,id_h128,ID T=128,128,,variable_sparsity,0.21368053555488586,True,1.0,1.3622474670410156,128,0.3309084177017212,0.2645937204360962,0.11777223646640778,0.3678579330444336,0.2852138876914978,0.6679878234863281,0.5925552845001221,1.1153666973114014,1.0421195030212402,0.2520611882209778,0.3678579330444336,0.19938257336616516,0.4153778553009033,1.0
pilot__rnn__t2__seed10,rnn,RNN,t2,10,False,0.08156989514827728,ring-selected zero-retuning,0.40269607305526733,length,length_h1024,T=1024,1024,,variable_sparsity,0.8977102637290955,True,1.0,1.6176867485046387,1024,1.3668322563171387,1.007059931755066,0.152957022190094,1.390457034111023,1.4027303457260132,1.4066755771636963,1.3994028568267822,1.4357784986495972,1.4664937257766724,0.9802694320678711,1.390457034111023,0.9788690209388733,1.4166576862335205,1.0
pilot__rnn__t2__seed10,rnn,RNN,t2,10,False,0.08156989514827728,ring-selected zero-retuning,0.5854440927505493,length,length_h2048,T=2048,2048,,variable_sparsity,1.179123878479004,True,1.0,1.646860122680664,2048,1.6035749912261963,1.2834041118621826,0.15596778690814972,1.6807758808135986,1.7171108722686768,1.6611759662628174,1.781618356704712,1.57755708694458,1.6295427083969116,1.2578356266021729,1.6807758808135986,1.269585371017456,1.6460216045379639,1.0
pilot__rnn__t2__seed10,rnn,RNN,t2,10,False,0.08156989514827728,ring-selected zero-retuning,0.10738616436719894,length,length_h256,T=256,256,,variable_sparsity,0.33119669556617737,True,1.0,1.46852445602417,256,0.6361650228500366,0.4203810691833496,0.13210628926753998,0.7075158953666687,0.5749359130859375,0.8729830384254456,0.7558870315551758,1.1446518898010254,1.0819228887557983,0.39852723479270935,0.7075158953666687,0.32594266533851624,0.6842906475067139,1.0
pilot__rnn__t2__seed10,rnn,RNN,t2,10,False,0.08156989514827728,ring-selected zero-retuning,0.23040877282619476,length,length_h512,T=512,512,,variable_sparsity,0.5690417885780334,True,1.0,1.5606231689453125,512,1.041637659072876,0.699134886264801,0.14584749937057495,1.109076976776123,1.0705991983413696,1.1723037958145142,1.1247541904449463,1.2685537338256836,1.2272660732269287,0.6672359704971313,1.109076976776123,0.5988277792930603,1.1107254028320312,1.0
pilot__rnn__t2__seed10,rnn,RNN,t2,10,False,0.08156989514827728,ring-selected zero-retuning,0.06155499070882797,smoothness,smooth_l0p5,GP ell=0.5,0.5,,variable_sparsity,0.21466006338596344,True,0.5,1.3333122730255127,128,0.37952712178230286,0.29133349657058716,0.12557291984558105,0.42816466093063354,0.29474106431007385,0.6657254099845886,0.5574697256088257,1.0841565132141113,1.0131782293319702,0.2724599838256836,0.42816466093063354,0.2224915325641632,0.4620300531387329,1.0
pilot__rnn__t2__seed10,rnn,RNN,t2,10,False,0.08156989514827728,ring-selected zero-retuning,0.051833245903253555,smoothness,smooth_l2,GP ell=2.0,2.0,,variable_sparsity,0.2147645205259323,True,2.0,1.384145736694336,128,0.341228723526001,0.2608288526535034,0.1172603964805603,0.3928939700126648,0.30336713790893555,0.6662737727165222,0.5300047397613525,1.0317026376724243,0.961288332939148,0.2494899034500122,0.3928939700126648,0.1984797716140747,0.4030749499797821,1.0
pilot__rnn__t2__seed10,rnn,RNN,t2,10,False,0.08156989514827728,ring-selected zero-retuning,0.029974747449159622,velocity,velocity_x0p5,0.5x,0.5,,variable_sparsity,0.1813330501317978,True,1.0,1.1714093685150146,128,0.23836375772953033,0.18459272384643555,0.08109023422002792,0.2592306137084961,0.21438351273536682,0.5221425294876099,0.4490446150302887,1.0547631978988647,1.0202305316925049,0.18379032611846924,0.2592306137084961,0.1655222624540329,0.28407415747642517,0.5
pilot__rnn__t2__seed10,rnn,RNN,t2,10,False,0.08156989514827728,ring-selected zero-retuning,0.11423090100288391,velocity,velocity_x1p5,1.5x,1.5,,variable_sparsity,0.33816781640052795,True,1.0,1.4481725692749023,128,0.570730447769165,0.46303895115852356,0.1841840147972107,0.5975503325462341,0.3998716175556183,0.829824686050415,0.7000610828399658,1.1519157886505127,1.0884977579116821,0.43230128288269043,0.5975503325462341,0.28200191259384155,0.9469219446182251,1.5
pilot__rnn__t2__seed10,rnn,RNN,t2,10,False,0.08156989514827728,ring-selected zero-retuning,0.18774092197418213,velocity,velocity_x2,2.0x,2.0,,variable_sparsity,0.46091556549072266,True,1.0,1.4958068132400513,128,0.8075518608093262,0.6911704540252686,0.25218796730041504,0.8607801198959351,0.6819395422935486,1.0485119819641113,0.9105703234672546,1.3357508182525635,1.292938470840454,0.6344921588897705,0.8607801198959351,0.49997133016586304,1.2797973155975342,2.0
pilot__rnn__t2__seed11,rnn,RNN,t2,11,False,0.04420476034283638,ring-selected zero-retuning,0.2833814322948456,combined,combined_h1024_x1p5,"T=1024, 1.5x",T1024_1.5x,,variable_sparsity,0.8256877660751343,True,1.0,1.6279666423797607,1024,1.0516159534454346,0.6856696605682373,0.10056979954242706,1.1254613399505615,1.0313045978546143,1.2232179641723633,1.1392158269882202,1.4737300872802734,1.4075556993484497,0.7199740409851074,1.1254613399505615,0.6645056009292603,1.2110235691070557,1.5
pilot__rnn__t2__seed11,rnn,RNN,t2,11,False,0.04420476034283638,ring-selected zero-retuning,0.46511512994766235,combined,combined_h1024_x2,"T=1024, 2.0x",T1024_2.0x,,variable_sparsity,1.09027099609375,True,1.0,1.6543196439743042,1024,1.4612040519714355,1.055794596672058,0.17514613270759583,1.5339747667312622,1.5648564100265503,1.5664455890655518,1.5583266019821167,1.618026614189148,1.5976815223693848,1.0642412900924683,1.5339747667312622,1.041862964630127,1.5826420783996582,2.0
pilot__rnn__t2__seed11,rnn,RNN,t2,11,False,0.04420476034283638,ring-selected zero-retuning,0.024200551211833954,dwell,dwell_block64,64-step middle blank,middle_blank_64,,variable_sparsity,0.15838998556137085,True,1.0,1.2712488174438477,128,0.24565039575099945,0.17434240877628326,0.053048036992549896,0.2510245740413666,0.23584280908107758,0.42622143030166626,0.40612778067588806,0.9583263993263245,0.8972601890563965,0.1643969714641571,0.2510245740413666,0.14585909247398376,0.2395782321691513,1.0
pilot__rnn__t2__seed11,rnn,RNN,t2,11,False,0.04420476034283638,ring-selected zero-retuning,0.015261055901646614,dwell,dwell_dense,dense,dense,,dense,,True,1.0,1.5411663055419922,128,0.17809584736824036,0.13454803824424744,0.05558803677558899,0.19229727983474731,0.18844802677631378,0.386877179145813,0.36096441745758057,0.9383528232574463,0.9098455905914307,0.13454803824424744,0.19229727983474731,0.12736229598522186,0.19924423098564148,1.0
pilot__rnn__t2__seed11,rnn,RNN,t2,11,False,0.04420476034283638,ring-selected zero-retuning,0.016155924648046494,dwell,dwell_p0p25,active p=0.25,0.25,,fixed_probability,0.13684923946857452,True,1.0,1.0632719993591309,128,0.21778637170791626,0.1548164188861847,0.04867205023765564,0.24248075485229492,0.22603243589401245,0.4328739643096924,0.4207266867160797,1.0057405233383179,0.9878720641136169,0.1413717269897461,0.24248075485229492,0.1306885927915573,0.2074110060930252,1.0
